Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_12S_Oct2019_1270	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:99.0;genus:99.0;species:99.0;	DQ336169.1;KT373795.1;AB974539.1;LC049667.1;MF966980.1;MF966982.1;MF966978.1;KT345965.1;AB974541.1;MF966979.1;MF966981.1;MF966984.1;MF966985.1;KR075132.1;MF966983.1;LC208773.1;LC006297.3;KC136476.1;AP014527.1;LC036780.1;KC136466.1;EF616891.1;AP014538.1;AP017435.1;AP014536.1;LC021164.1;LC021264.1;AB974645.1;KJ907732.1;KF815977.1;LC146227.1;AB741956.1;AB128866.1;AB128867.1;AB128869.1;AB974643.1;AB739063.1;AB128868.1;KM370980.1;KF746198.1;KY660677.1;LC021266.1;KY815235.1;JN378751.1;KJ644781.1;JF972568.1;KJ960194.1;KC567664.1;LC458155.1;AB974575.1;AB734122.1;LC458154.1;AB128871.1;AB128870.1
forward_12S_Oct2019_1271	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:79.9055555556;family:77.6055555556;genus:77.6055555556;species:64.0;	DQ336169.1;AB974539.1;KT373795.1;LC049667.1;AB974541.1;KT345965.1;MF966982.1;MF966978.1;MF966980.1;MF966985.1;MF966984.1;MF966979.1;MF966981.1;EF616891.1;KC136476.1;KC136466.1;MF966983.1;KR075132.1;AP014538.1;LC006297.3;AB974645.1;LC146227.1;AP014527.1;LC208773.1;AP014536.1;KJ907732.1;LC021264.1;KF815977.1;LC021266.1;LC458155.1;AB974575.1;LC458154.1;AB128867.1;AB128869.1;AB741956.1;AB974643.1;AB128868.1;KM370980.1;KJ644781.1;LC340152.1;KJ960194.1;KF746198.1;KY660677.1;LC146222.1;KC567664.1;JN378751.1;JF972568.1;LC055190.1;KC136482.1;KY815235.1;AB969963.1;AB128866.1;AB739063.1;AP009171.1;AB734122.1
forward_12S_Oct2019_1272	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Scombriformes;family:Scombropidae;genus:Scombrops;species:Scombrops boops;	superkingdom:100.0;phylum:100.0;class:100.0;order:39.7666666667;family:39.7666666667;genus:39.7666666667;species:24.0333333333;	LC146225.1;LC458134.1;MG255111.1;LC421690.1;LC146222.1;FJ416614.1;AB938146.1;MG255113.1;LC006297.3;LC208773.1;LC036779.1;LC500739.1;LC069536.1;LC036780.1;LC499270.1;LC146230.1;LC499280.1;AB128869.1;MF621710.1;AB378750.1;MF621711.1;LC055190.1;FJ171339.1;LC069537.1;AB378749.1;LC278087.1;LC474184.1;KC567664.1;KM658974.1;MH248187.1;AB236130.1;KM282429.1;LC069607.1;LC069635.1;LC069633.1;KY965072.1;AY279561.1;AP006025.1;LC278180.1;LC092033.1;LC421722.1;AY372791.1;LC049708.1;KC136517.1;LC340157.1;LC146283.1;LC499334.1;LC278185.1;LC092102.1;LC421721.1;LC278186.1;LC146280.1;KC136518.1;KR152244.1;KR152255.1;KT358950.1;LC499336.1;LC026623.1;AP017437.1;KP965875.1;LC037067.1;LC385184.1;KT337329.1;KR870988.1;LC069783.1
forward_12S_Oct2019_1273	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.0;species:99.0;	EU601226.1;AY279644.1;LC499589.1;AB974611.1;LC340201.1;KY815247.1;LC499309.1
forward_12S_Oct2019_1274	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;EU601226.1;AB974611.1;LC499589.1;KY815247.1;LC104650.1;AY279588.1;LC340201.1;AJ810129.1
forward_12S_Oct2019_1275	0	0	1	not_found		
forward_12S_Oct2019_1276	0	0	1	not_found		
forward_12S_Oct2019_1277	0	0	1	not_found		
forward_12S_Oct2019_1278	0	0	1	not_found		
forward_12S_Oct2019_1279	0	0	1	not_found		
forward_12S_Oct2019_1280	0	0	1	not_found		
forward_12S_Oct2019_1281	0	0	1	not_found		
forward_12S_Oct2019_1282	0	0	1	not_found		
forward_12S_Oct2019_1283	0	0	1	not_found		
forward_12S_Oct2019_1284	0	0	1	not_found		
forward_12S_Oct2019_1285	0	0	1	not_found		
forward_12S_Oct2019_1286	0	0	1	not_found		
forward_12S_Oct2019_1287	0	0	1	not_found		
forward_12S_Oct2019_1288	0	0	1	not_found		
forward_12S_Oct2019_1289	0	0	1	not_found		
forward_12S_Oct2019_1290	0	0	1	not_found		
forward_12S_Oct2019_1291	0	0	1	not_found		
forward_12S_Oct2019_1292	0	0	1	not_found		
forward_12S_Oct2019_1293	0	0	1	not_found		
forward_12S_Oct2019_1294	0	0	1	not_found		
forward_12S_Oct2019_1295	0	0	1	not_found		
forward_12S_Oct2019_1296	0	0	1	not_found		
forward_12S_Oct2019_1297	0	0	1	not_found		
forward_12S_Oct2019_1298	0	0	1	not_found		
forward_12S_Oct2019_1299	0	0	1	not_found		
forward_12S_Oct2019_1300	0	0	1	not_found		
forward_12S_Oct2019_1301	0	0	1	not_found		
forward_12S_Oct2019_1302	0	0	1	not_found		
forward_12S_Oct2019_1303	0	0	1	not_found		
forward_12S_Oct2019_1304	0	0	1	not_found		
forward_12S_Oct2019_1305	0	0	1	not_found		
forward_12S_Oct2019_1306	0	0	1	not_found		
forward_12S_Oct2019_1307	0	0	1	not_found		
forward_12S_Oct2019_1308	0	0	1	not_found		
forward_12S_Oct2019_1309	0	0	1	not_found		
forward_12S_Oct2019_1310	0	0	1	not_found		
forward_12S_Oct2019_1311	0	0	1	not_found		
forward_12S_Oct2019_1312	0	0	1	not_found		
forward_12S_Oct2019_1313	0	0	1	not_found		
forward_12S_Oct2019_1314	0	0	1	not_found		
forward_12S_Oct2019_1315	0	0	1	not_found		
forward_12S_Oct2019_1316	0	0	1	not_found		
forward_12S_Oct2019_1317	0	0	1	not_found		
forward_12S_Oct2019_1318	0	0	1	not_found		
forward_12S_Oct2019_1319	0	0	1	not_found		
forward_12S_Oct2019_1320	0	0	1	not_found		
forward_12S_Oct2019_1321	0	0	1	not_found		
forward_12S_Oct2019_1322	0	0	1	not_found		
forward_12S_Oct2019_1323	0	0	1	not_found		
forward_12S_Oct2019_1324	0	0	1	not_found		
forward_12S_Oct2019_1325	0	0	1	not_found		
forward_12S_Oct2019_1326	0	0	1	not_found		
forward_12S_Oct2019_1327	0	0	1	not_found		
forward_12S_Oct2019_1328	0	0	1	not_found		
forward_12S_Oct2019_1329	0	0	1	not_found		
forward_12S_Oct2019_1330	0	0	1	not_found		
forward_12S_Oct2019_1331	0	0	1	not_found		
forward_12S_Oct2019_1332	0	0	1	not_found		
forward_12S_Oct2019_1333	0	0	1	not_found		
forward_12S_Oct2019_1334	0	0	1	not_found		
forward_12S_Oct2019_1335	0	0	1	not_found		
forward_12S_Oct2019_1336	0	0	1	not_found		
forward_12S_Oct2019_1337	0	0	1	not_found		
forward_12S_Oct2019_1338	0	0	1	not_found		
forward_12S_Oct2019_1339	0	0	1	not_found		
forward_12S_Oct2019_1340	0	0	1	not_found		
forward_12S_Oct2019_1341	0	0	1	not_found		
forward_12S_Oct2019_1342	0	0	1	not_found		
forward_12S_Oct2019_1343	0	0	1	not_found		
forward_12S_Oct2019_1344	0	0	1	not_found		
forward_12S_Oct2019_1345	0	0	1	not_found		
forward_12S_Oct2019_1346	0	0	1	not_found		
forward_12S_Oct2019_1347	0	0	1	not_found		
forward_12S_Oct2019_1348	0	0	1	not_found		
forward_12S_Oct2019_1349	0	0	1	not_found		
forward_12S_Oct2019_1350	0	0	1	not_found		
forward_12S_Oct2019_1351	0	0	1	not_found		
forward_12S_Oct2019_1352	0	0	1	not_found		
forward_12S_Oct2019_1353	0	0	1	not_found		
forward_12S_Oct2019_1354	0	0	1	not_found		
forward_12S_Oct2019_1355	0	0	1	not_found		
forward_12S_Oct2019_1356	0	0	1	not_found		
forward_12S_Oct2019_1357	0	0	1	not_found		
forward_12S_Oct2019_1358	0	0	1	not_found		
forward_12S_Oct2019_1359	0	0	1	not_found		
forward_12S_Oct2019_1360	0	0	1	not_found		
forward_12S_Oct2019_1361	0	0	1	not_found		
forward_12S_Oct2019_1362	0	0	1	not_found		
forward_12S_Oct2019_1363	0	0	1	not_found		
forward_12S_Oct2019_1364	0	0	1	not_found		
forward_12S_Oct2019_1365	0	0	1	not_found		
forward_12S_Oct2019_1366	0	0	1	not_found		
forward_12S_Oct2019_1367	0	0	1	not_found		
forward_12S_Oct2019_1368	0	0	1	not_found		
forward_12S_Oct2019_1369	0	0	1	not_found		
forward_12S_Oct2019_1370	0	0	1	not_found		
forward_12S_Oct2019_1371	0	0	1	not_found		
forward_12S_Oct2019_1372	0	0	1	not_found		
forward_12S_Oct2019_1373	0	0	1	not_found		
forward_12S_Oct2019_1374	0	0	1	not_found		
forward_12S_Oct2019_1375	0	0	1	not_found		
forward_12S_Oct2019_1376	0	0	1	not_found		
forward_12S_Oct2019_1377	0	0	1	not_found		
forward_12S_Oct2019_1378	0	0	1	not_found		
forward_12S_Oct2019_1379	0	0	1	not_found		
forward_12S_Oct2019_1380	0	0	1	not_found		
forward_12S_Oct2019_1381	0	0	1	not_found		
forward_12S_Oct2019_1382	0	0	1	not_found		
forward_12S_Oct2019_1383	0	0	1	not_found		
forward_12S_Oct2019_1384	0	0	1	not_found		
forward_12S_Oct2019_1385	0	0	1	not_found		
forward_12S_Oct2019_1386	0	0	1	not_found		
forward_12S_Oct2019_1387	0	0	1	not_found		
forward_12S_Oct2019_1388	0	0	1	not_found		
forward_12S_Oct2019_1389	0	0	1	not_found		
forward_12S_Oct2019_1390	0	0	1	not_found		
forward_12S_Oct2019_1391	0	0	1	not_found		
forward_12S_Oct2019_1392	0	0	1	not_found		
forward_12S_Oct2019_1393	0	0	1	not_found		
forward_12S_Oct2019_1394	0	0	1	not_found		
forward_12S_Oct2019_1395	0	0	1	not_found		
forward_12S_Oct2019_1396	0	0	1	not_found		
forward_12S_Oct2019_1397	0	0	1	not_found		
forward_12S_Oct2019_1398	0	0	1	not_found		
forward_12S_Oct2019_1399	0	0	1	not_found		
forward_12S_Oct2019_1400	0	0	1	not_found		
forward_12S_Oct2019_1401	0	0	1	not_found		
forward_12S_Oct2019_1402	0	0	1	not_found		
forward_12S_Oct2019_1403	0	0	1	not_found		
forward_12S_Oct2019_1404	0	0	1	not_found		
forward_12S_Oct2019_1405	0	0	1	not_found		
forward_12S_Oct2019_1406	0	0	1	not_found		
forward_12S_Oct2019_1407	0	0	1	not_found		
forward_12S_Oct2019_1408	0	0	1	not_found		
forward_12S_Oct2019_1409	0	0	1	not_found		
forward_12S_Oct2019_1410	0	0	1	not_found		
forward_12S_Oct2019_1411	0	0	1	not_found		
forward_12S_Oct2019_1412	0	0	1	not_found		
forward_12S_Oct2019_1413	0	0	1	not_found		
forward_12S_Oct2019_1414	0	0	1	not_found		
forward_12S_Oct2019_1415	0	0	1	not_found		
forward_12S_Oct2019_1416	0	0	1	not_found		
forward_12S_Oct2019_1417	0	0	1	not_found		
forward_12S_Oct2019_1418	0	0	1	not_found		
forward_12S_Oct2019_1419	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Oplegnathidae;genus:Oplegnathus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:48.005952381;family:31.3607142857;genus:31.3607142857;species:31.3607142857;	KC136482.1;MG255111.1;LC421690.1;LC146222.1;LC146225.1;AP006009.1;AB972198.1;LC421698.1;KC136483.1;EF616892.1;LC421697.1;FJ416614.1;AB938146.1;LC036780.1;LC036741.1;LC208773.1;DQ872160.1;AP006010.1;LC036779.1;LC500739.1;AB972189.1;LC006297.3;LC036796.1;LC499270.1;LC146230.1;LC474184.1;LC069537.1;MF621711.1;AB378750.1;LC278087.1;AB378749.1;LC021264.1;MF621710.1;FJ171339.1;JQ010988.1;JQ010987.1;KC136457.1;LC069607.1;LC069633.1;LC069635.1;AB969895.1;KM658974.1;AB236129.1;LC021271.1;AB236130.1;AB236128.1;AB214535.1;EF616874.1;LC340157.1;LC049802.1;LC146280.1;KC136517.1;LC037134.1;LC340159.1;MH248192.1;MG748713.1;LC036807.1;LC104688.1;LC104689.1;KC136518.1
forward_12S_Oct2019_1420	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	EU601226.1;AY279644.1;LC499589.1;AB974611.1;KY815247.1;LC499309.1;LC340201.1
forward_12S_Oct2019_1421	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;EU601226.1
forward_12S_Oct2019_1422	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:99.0;	AY279644.1;EU601226.1;AB974611.1;LC499589.1;KY815247.1;LC340201.1
forward_12S_Oct2019_1423	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;EU601226.1;KY815247.1
forward_12S_Oct2019_1424	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	EU601226.1;AY279644.1;LC499589.1;AB974611.1;KY815247.1
forward_12S_Oct2019_1425	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena helleri;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC037056.1
forward_12S_Oct2019_1426	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;EU601226.1
forward_12S_Oct2019_1427	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Oplegnathidae;genus:Oplegnathus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:49.45;family:32.25;genus:32.25;species:30.9;	KC136482.1;LC458134.1;MG255111.1;LC146225.1;AP006009.1;LC421698.1;LC421697.1;KC136483.1;AB972198.1;EF616892.1;AB938146.1;MG255113.1;FJ416614.1;LC036741.1;AP006010.1;LC006297.3;LC036780.1;LC208773.1;AB972189.1;DQ872160.1;LC500739.1;LC036796.1;LC146230.1;LC499270.1;AB974541.1;LC499280.1;FJ171339.1;LC474184.1;AB378749.1;MF621710.1;AB378750.1;LC069537.1;LC278087.1;MF621711.1;MH248214.1;JQ010988.1;JQ010987.1;AP004447.1;KC136457.1;KM282429.1;AB236129.1;AB214535.1;AB236128.1;AP009169.1;LC021271.1;AB236130.1;LC146237.1;MH248193.1;LC069607.1;KM030438.1;LC092033.1;AP006025.1;LC278180.1;AB972128.1;LC421735.1;LC278029.1;LC278172.1;LC278171.1;LC421737.1;LC421736.1;LC278030.1;LC458214.1;KC136370.1;KC136517.1;LC037134.1;LC340157.1;LC036807.1;MG748713.1;MH248192.1;LC340159.1;AP006814.1;LC499379.1;LC146280.1;LC104689.1;KC136518.1;LC049802.1;LC104688.1;AH013010.2;LC026623.1;AP017437.1;LC499336.1;LC049824.1;LC278250.1;LC145958.1;KU985150.1
forward_12S_Oct2019_1428	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.0;	LC145943.1;AF488499.1;LC049675.1;LC092080.1;AF488502.1
forward_12S_Oct2019_1429	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:89.0;species:89.0;	AY279632.1;KY815300.1
forward_12S_Oct2019_1430	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:92.5;species:92.5;	AY279632.1;KY815300.1
forward_12S_Oct2019_1431	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:99.75;family:99.75;genus:99.75;species:99.25;	DQ336169.1;AB974539.1;KT373795.1;LC049667.1;KT345965.1;AB974541.1;MF966978.1;MF966982.1;MF966980.1;MF966981.1;MF966984.1;MF966979.1;MF966985.1
forward_12S_Oct2019_1432	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Anguilliformes;family:Muraenidae;genus:Gymnothorax;species:Gymnothorax unicolor;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:91.8333333333;species:83.6666666667;	EU921696.1;EU921698.1;JX242917.1;JX242926.1;EU921690.1;EU921692.1;LC020889.1;LC277750.1;AF417311.1;EU921694.1;JX242916.1;LC278286.1;LC327220.1;JX242923.1;LC499114.1;JX242919.1;LC499111.1;KP793920.1;LC146097.1;JX242930.1;AF120937.1;JX242932.1;LC499113.1;DQ645679.1;JX242935.1;LC499115.1;LC020891.1;MH248183.1;AP019351.1;LC020890.1;LC020878.1;AP011809.1
forward_12S_Oct2019_1433	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Cypriniformes;family:Cyprinidae;genus:Ctenopharyngodon;species:Ctenopharyngodon idella;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:67.7818181818;species:67.7818181818;	MG570437.1;KM401549.1;JQ231115.1;KT894100.1;JX119017.1;KC346973.1;HQ891005.1;MG827396.1;LC091590.1;EU391390.1;KC292921.1;KC351186.1;GQ289558.1;MG702493.1;KC852197.1;AP009059.1;AP011283.1;KF039718.1;KF246550.1;KJ585802.1;KJ729087.1;KY993905.1;HQ651067.1;DQ026431.1;HM162839.1;JQ231114.1;KT725245.1;AP009060.1;KF826087.1;KF997093.1;LC277796.1;NC_037405.1;KC701385.1;AP011220.1;AP012120.1;AY050552.1;MG650170.1;KF683339.1;AP009315.1;KC306507.1;LC146035.1;LC458045.1;KF408383.1;LC020972.1;AP012115.1;LC492333.1;KR864861.1;AP012122.1;LC385165.1;LC385164.1;LC385074.1;LC193405.1;AP012117.1;LC193406.1;LC277790.1;KY798486.1;KJ913670.1;AP011396.1;AF038488.1;AF038489.1;AB218686.1;KC292931.1;KF384056.1;LC193399.1;LC069456.1;KP641342.1;KF384093.1;KF384096.1;KC292926.1;KF384068.1;KF384052.1;KC292943.1;KC292945.1;DQ536424.1;AF038481.1;GU134281.1;KC292922.1;LC340316.1;LC340306.1;LC193161.1;LC340309.1;LC340315.1;LC492320.1;LC340312.1;LC468885.1;LC340310.1;LC340314.1;LC340313.1;LC340304.1;LC492313.1;LC069442.1;KJ641843.1;LC340305.1;LC193377.1;LC492321.1;LC340311.1;LC340307.1;LC340317.1;AY050555.1;KT725246.1
forward_12S_Oct2019_1434	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:61.0;species:61.0;	AY279632.1;KY815300.1
forward_12S_Oct2019_1435	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Oplegnathidae;genus:Oplegnathus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:60.9018772894;family:39.6751373626;genus:39.6751373626;species:38.1751373626;	KC136482.1;LC458134.1;LC146222.1;MG255111.1;LC421690.1;LC421698.1;EF616892.1;LC421697.1;AP006009.1;AB972198.1;KC136483.1;AB938146.1;FJ416614.1;LC500739.1;LC036780.1;AP006010.1;LC036779.1;AB972189.1;LC036741.1;DQ872160.1;LC036796.1;LC146230.1;LC499280.1;LC021264.1;LC474184.1;AB378750.1;MF621710.1;AB378749.1;LC069537.1;MF621711.1;LC278087.1;JQ010988.1;JQ010987.1;KC136457.1;KM282429.1;MH248193.1;LC146237.1;AP009169.1;AB236130.1;AB214535.1;LC021271.1;AB236128.1;AB236129.1;KM658974.1;LC069635.1;LC069633.1;LC069607.1;KM030438.1;AB969895.1;AP006025.1;LC092033.1;LC278171.1;AB972128.1;LC421735.1;LC458214.1;LC278172.1;LC278029.1;LC278030.1;LC421737.1;LC421736.1;KC136370.1;KC136517.1;LC037134.1;LC340157.1;LC036807.1;MH248192.1;LC340159.1;MG748713.1;LC278185.1;LC092102.1;AP006814.1;LC499379.1;LC340134.1;LC104689.1;LC049802.1;LC146283.1;LC277927.1;LC104688.1;KC136518.1;LC026623.1;AP017437.1;LC049824.1;LC499336.1
forward_12S_Oct2019_1436	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:86.1351648352;species:57.0498778999;	MK158068.1;LC499588.1;AB517558.1;LC421689.1;AB969928.1;AB517559.2;KP733847.1;AB938138.1;AB972178.1;KT591876.1;KP347126.1;LC036999.1;LC492390.1;AB972179.1;AB517556.1;MK158067.1;LC492389.1;LC104479.1;MH248250.1;LC178307.1;LC178319.1;LC178330.1;LC178311.1;LC178308.1;LC178312.1;LC178318.1;LC178313.1;LC178322.1;LC178328.1;LC178310.1;LC178306.1;LC178315.1;LC178316.1;LC178324.1;LC178321.1;LC178327.1;LC178320.1;LC178325.1;LC178314.1;LC178323.1;LC178317.1;LC178326.1;LC178329.1;LC178309.1;LC178240.1;LC178305.1;LC178262.1;LC178304.1;LC178286.1;LC178231.1;LC178227.1;LC178238.1;LC178271.1;LC178279.1;LC178224.1;LC178268.1;LC178261.1;LC178236.1;LC178232.1;LC178296.1;LC178300.1;LC178275.1;LC178249.1;LC178265.1;LC178248.1;LC178283.1;LC178272.1;LC178253.1;LC178255.1;LC178230.1;LC178250.1;LC178274.1;LC178245.1;LC178290.1;LC178254.1;LC178246.1;LC178302.1;LC178297.1;LC178273.1;LC178291.1;LC178267.1;LC178228.1;LC178242.1;LC178264.1;LC178263.1;LC178287.1;LC178294.1;LC178252.1;LC178257.1;LC178239.1;LC178298.1;LC178258.1;LC178284.1;LC178229.1;LC178278.1;LC178276.1;LC178237.1;LC178247.1;LC178234.1;FJ616313.1
forward_12S_Oct2019_1437	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.0;species:98.0;	AY279632.1;KY815300.1;LC104651.1;AJ810136.1;KY815304.1;AB974580.1;LC499368.1;AY279589.1
forward_12S_Oct2019_1438	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella simplicidens;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:75.6428571429;	KC136553.1;KC136546.1;KC136395.1;KC136536.1;KC136577.1;AB214535.1;LC021271.1;KC136370.1;AB236129.1;AB236128.1;AB236130.1;AB208649.1;LC278022.1;LC278154.1;LC037030.1;AB233475.1;LC037029.1;LC278153.1;AB233476.1;AB233477.1;LC492400.1;KC136555.1;LC385204.1;AB233478.1;AB233485.1;AP011060.1;LC492401.1;AB233481.1;AB233488.1;AB972232.1;AB233489.1;AB233479.1;AB208648.1;AB233484.1;AB233491.1;LC421696.1;KC136477.1;AB233483.1;LC458160.1;AB233482.1;AB233487.1;AB233480.1;AB233490.1;AB233486.1
forward_12S_Oct2019_1439	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:99.75;family:99.75;genus:99.75;species:99.25;	DQ336169.1;KT373795.1;AB974539.1;AB974541.1;KT345965.1;LC049667.1;MF966980.1;MF966982.1;MF966978.1;MF966985.1;MF966979.1;MF966984.1;MF966981.1;AP014538.1;KC136466.1;KC136476.1;KR075132.1;EF616891.1;MF966983.1;AB969963.1;KJ149811.1;AB128866.1;AB128869.1;AB128867.1;AB741956.1;AB739063.1;AB128868.1;AB974643.1;LC037083.1;AP009171.1;KM370980.1;JF972568.1;KU194689.1;LC006297.3;LC208773.1;KF746198.1;KJ644781.1;KU194686.1;LC036779.1;JN378751.1;LC500739.1;AB969964.1;LC340358.1;KU194688.1;AB974645.1;KF815977.1;KJ907732.1;LC036780.1;LC146222.1;KJ960194.1;LC499190.1;LC146227.1;KC567664.1;AB734122.1;AB128870.1;LC278092.1;LC458155.1;AB974575.1;LC458154.1;AB128871.1;LC458134.1;LC069536.1;KC136517.1;KU194687.1;KM024309.1;KP874185.1;KJ644783.1;KC136425.1;AP014536.1;MH248186.1;DQ536425.1;MH301075.1;LC421690.1;LC021266.1;HQ391896.1;LC474183.1;AB938148.1;MG255111.1;MH301074.1;LC146225.1;MH301076.1;AB938144.1;AB938149.1;KX373635.1;AB972242.1;KX641477.1;LC036817.1
