fishcard_seq_number	c19_fishcard_LSC.B.1.S22.L001	c19_fishcard_PP.B.1.S4.L001	c19_fishcard_PedRF.B.1.S13.L001	sum taxonomy
forward_c19_fishcard_1772	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1773	0	0	1	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
forward_c19_fishcard_1774	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1775	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1776	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1777	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1778	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1779	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1780	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1781	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1782	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1783	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1784	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1785	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1786	0	0	1	
forward_c19_fishcard_1787	0	0	1	
forward_c19_fishcard_1788	0	0	1	
forward_c19_fishcard_1789	0	0	1	
forward_c19_fishcard_1790	0	0	1	
forward_c19_fishcard_1791	0	0	1	
forward_c19_fishcard_1792	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;
forward_c19_fishcard_1793	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys decurrens
forward_c19_fishcard_1794	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys decurrens
forward_c19_fishcard_1795	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1796	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
merged_c19_fishcard_1	7310	27791	18715	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
merged_c19_fishcard_2	16111	8783	4698	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
merged_c19_fishcard_3	12870	6292	6255	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
merged_c19_fishcard_4	0	17890	4446	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
merged_c19_fishcard_5	9623	1269	8185	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
merged_c19_fishcard_6	13729	1614	3173	
merged_c19_fishcard_7	8642	1837	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_c19_fishcard_8	0	0	9607	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
merged_c19_fishcard_9	6164	0	3392	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
merged_c19_fishcard_10	6954	444	1776	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
merged_c19_fishcard_11	875	2503	4097	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
merged_c19_fishcard_12	5283	672	1181	
merged_c19_fishcard_13	3532	2730	626	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
merged_c19_fishcard_14	2721	750	688	
merged_c19_fishcard_15	0	0	3656	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
merged_c19_fishcard_16	2527	423	533	
merged_c19_fishcard_17	939	293	2135	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
merged_c19_fishcard_18	0	0	3350	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
merged_c19_fishcard_19	3134	178	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Chaenopsidae;Chaenopsis;Chaenopsis alepidota
merged_c19_fishcard_20	2864	0	0	
merged_c19_fishcard_21	0	727	1793	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
merged_c19_fishcard_22	1245	257	1014	
merged_c19_fishcard_23	352	2059	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
merged_c19_fishcard_24	1578	0	645	
merged_c19_fishcard_25	0	164	2020	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
merged_c19_fishcard_26	0	0	2046	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
merged_c19_fishcard_27	1367	0	677	
merged_c19_fishcard_28	1227	160	445	
merged_c19_fishcard_29	1383	32	340	Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps
merged_c19_fishcard_30	0	0	1630	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
merged_c19_fishcard_31	1097	0	450	
merged_c19_fishcard_32	1515	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
merged_c19_fishcard_33	1478	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
merged_c19_fishcard_34	1030	0	377	
merged_c19_fishcard_35	0	0	1319	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
merged_c19_fishcard_36	1310	0	0	
merged_c19_fishcard_37	1284	0	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
merged_c19_fishcard_38	0	134	1140	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
merged_c19_fishcard_39	933	123	209	
merged_c19_fishcard_40	806	0	393	
merged_c19_fishcard_41	413	113	601	
merged_c19_fishcard_42	670	0	430	
merged_c19_fishcard_43	798	104	189	
merged_c19_fishcard_44	700	144	161	
merged_c19_fishcard_45	999	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
merged_c19_fishcard_46	0	0	995	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
merged_c19_fishcard_47	0	0	938	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
merged_c19_fishcard_48	0	855	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus
merged_c19_fishcard_49	689	155	0	
merged_c19_fishcard_50	537	90	142	
merged_c19_fishcard_51	0	0	723	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;
merged_c19_fishcard_52	570	0	128	
merged_c19_fishcard_53	695	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
merged_c19_fishcard_54	668	0	0	
merged_c19_fishcard_55	457	83	126	
merged_c19_fishcard_56	412	65	167	
merged_c19_fishcard_57	0	226	380	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus
merged_c19_fishcard_58	367	54	166	
merged_c19_fishcard_59	329	0	252	
merged_c19_fishcard_60	463	0	106	
merged_c19_fishcard_61	553	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
merged_c19_fishcard_62	0	0	531	
merged_c19_fishcard_63	0	0	530	
merged_c19_fishcard_64	528	0	0	
merged_c19_fishcard_65	528	0	0	
merged_c19_fishcard_66	456	49	0	
merged_c19_fishcard_67	0	0	493	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_c19_fishcard_68	357	0	135	
merged_c19_fishcard_69	491	0	0	
merged_c19_fishcard_70	375	0	105	
merged_c19_fishcard_71	0	0	474	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum
merged_c19_fishcard_72	461	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_c19_fishcard_73	350	88	0	
merged_c19_fishcard_74	296	36	106	
merged_c19_fishcard_75	0	415	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus
merged_c19_fishcard_76	413	0	0	
merged_c19_fishcard_77	0	0	397	Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
merged_c19_fishcard_78	257	21	109	
merged_c19_fishcard_79	0	0	387	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
merged_c19_fishcard_80	375	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
merged_c19_fishcard_81	0	372	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
merged_c19_fishcard_82	261	0	93	
merged_c19_fishcard_83	354	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;Centrolophidae;Icichthys;Icichthys lockingtoni
merged_c19_fishcard_84	299	46	0	
merged_c19_fishcard_85	0	0	337	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea
merged_c19_fishcard_86	336	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;
merged_c19_fishcard_87	231	0	100	
merged_c19_fishcard_88	295	0	33	
merged_c19_fishcard_89	299	29	0	
merged_c19_fishcard_90	320	0	0	
merged_c19_fishcard_91	166	0	146	
merged_c19_fishcard_92	194	43	67	
merged_c19_fishcard_93	260	0	34	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica
merged_c19_fishcard_94	238	51	0	
merged_c19_fishcard_95	0	274	0	
merged_c19_fishcard_96	267	0	0	
merged_c19_fishcard_97	263	0	0	
merged_c19_fishcard_98	198	55	0	
merged_c19_fishcard_99	247	0	0	
merged_c19_fishcard_100	0	246	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
merged_c19_fishcard_101	240	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_c19_fishcard_102	0	0	240	
merged_c19_fishcard_103	0	237	0	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
merged_c19_fishcard_104	232	0	0	
merged_c19_fishcard_105	224	0	0	
merged_c19_fishcard_106	0	0	210	
merged_c19_fishcard_107	208	0	0	
merged_c19_fishcard_108	0	206	0	
merged_c19_fishcard_109	191	0	0	
merged_c19_fishcard_110	0	0	191	
merged_c19_fishcard_111	189	0	0	
merged_c19_fishcard_112	0	0	183	
merged_c19_fishcard_113	117	0	60	
merged_c19_fishcard_114	0	176	0	
merged_c19_fishcard_115	0	170	0	
merged_c19_fishcard_116	114	0	54	
merged_c19_fishcard_117	163	0	0	
merged_c19_fishcard_118	129	0	34	
merged_c19_fishcard_119	0	162	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
merged_c19_fishcard_120	157	0	0	
merged_c19_fishcard_121	156	0	0	
merged_c19_fishcard_122	94	0	60	
merged_c19_fishcard_123	152	0	0	
merged_c19_fishcard_124	0	0	152	
merged_c19_fishcard_125	147	0	0	
merged_c19_fishcard_126	142	0	0	
merged_c19_fishcard_127	119	19	0	
merged_c19_fishcard_128	0	0	138	
merged_c19_fishcard_129	136	0	0	
merged_c19_fishcard_130	0	136	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus blanchardi
merged_c19_fishcard_131	0	135	0	
merged_c19_fishcard_132	133	0	0	
merged_c19_fishcard_133	103	0	30	
merged_c19_fishcard_134	0	0	133	
merged_c19_fishcard_135	0	0	128	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Alloclinus;Alloclinus holderi
merged_c19_fishcard_136	72	0	53	
merged_c19_fishcard_137	0	125	0	
merged_c19_fishcard_138	123	0	0	
merged_c19_fishcard_139	119	0	0	
merged_c19_fishcard_140	115	0	0	
merged_c19_fishcard_141	76	0	39	
merged_c19_fishcard_142	80	0	33	
merged_c19_fishcard_143	95	16	0	
merged_c19_fishcard_144	0	0	111	
merged_c19_fishcard_145	107	0	0	
merged_c19_fishcard_146	106	0	0	
merged_c19_fishcard_147	0	0	102	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys decurrens
merged_c19_fishcard_148	97	0	0	
merged_c19_fishcard_149	96	0	0	
merged_c19_fishcard_150	0	0	95	
merged_c19_fishcard_151	0	92	0	
merged_c19_fishcard_152	86	0	0	
merged_c19_fishcard_153	84	0	0	
merged_c19_fishcard_154	82	0	0	
merged_c19_fishcard_155	80	0	0	
merged_c19_fishcard_156	79	0	0	
merged_c19_fishcard_157	55	0	23	
merged_c19_fishcard_158	71	0	0	
merged_c19_fishcard_159	71	0	0	
merged_c19_fishcard_160	70	0	0	
merged_c19_fishcard_161	0	0	69	
merged_c19_fishcard_162	68	0	0	
merged_c19_fishcard_163	43	0	20	
merged_c19_fishcard_164	63	0	0	
merged_c19_fishcard_165	62	0	0	
merged_c19_fishcard_166	61	0	0	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador
merged_c19_fishcard_167	59	0	0	
merged_c19_fishcard_168	59	0	0	
merged_c19_fishcard_169	58	0	0	
merged_c19_fishcard_170	0	0	58	
merged_c19_fishcard_171	55	0	0	
merged_c19_fishcard_172	0	0	52	
merged_c19_fishcard_173	51	0	0	
merged_c19_fishcard_174	49	0	0	
merged_c19_fishcard_175	0	0	47	
merged_c19_fishcard_176	44	0	0	
merged_c19_fishcard_177	42	0	0	
merged_c19_fishcard_178	42	0	0	
merged_c19_fishcard_179	39	0	0	
merged_c19_fishcard_180	38	0	0	
merged_c19_fishcard_181	36	0	0	
merged_c19_fishcard_182	36	0	0	
merged_c19_fishcard_183	35	0	0	
merged_c19_fishcard_184	0	0	35	
merged_c19_fishcard_185	34	0	0	
merged_c19_fishcard_186	34	0	0	
merged_c19_fishcard_187	34	0	0	
merged_c19_fishcard_188	33	0	0	
merged_c19_fishcard_189	0	0	33	
merged_c19_fishcard_190	0	0	32	
merged_c19_fishcard_191	21	0	8	
merged_c19_fishcard_192	28	0	0	
merged_c19_fishcard_193	27	0	0	
merged_c19_fishcard_194	27	0	0	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;
merged_c19_fishcard_195	26	0	0	
merged_c19_fishcard_196	25	0	0	
merged_c19_fishcard_197	25	0	0	
merged_c19_fishcard_198	0	0	25	
merged_c19_fishcard_199	24	0	0	
merged_c19_fishcard_200	22	0	0	
merged_c19_fishcard_201	0	0	17	
merged_c19_fishcard_202	0	0	17	
merged_c19_fishcard_203	16	0	0	
merged_c19_fishcard_204	11	0	0	
merged_c19_fishcard_205	7	0	0	
merged_c19_fishcard_206	7	0	0	
merged_c19_fishcard_207	6	0	0	
merged_c19_fishcard_208	0	6	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
merged_c19_fishcard_209	4	0	0	
merged_c19_fishcard_210	0	4	0	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;;
merged_c19_fishcard_211	0	3	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
merged_c19_fishcard_212	1	0	0	
reverse_c19_fishcard_1	1	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_c19_fishcard_2	1	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_3	1	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_4	0	2	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
reverse_c19_fishcard_5	0	1	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
reverse_c19_fishcard_6	0	1	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_7	0	0	2	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_8	1	0	0	
reverse_c19_fishcard_9	1	0	0	
reverse_c19_fishcard_10	1	0	0	
reverse_c19_fishcard_11	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_c19_fishcard_12	1	0	0	
reverse_c19_fishcard_13	1	0	0	
reverse_c19_fishcard_14	1	0	0	
reverse_c19_fishcard_15	1	0	0	
reverse_c19_fishcard_16	1	0	0	
reverse_c19_fishcard_17	1	0	0	
reverse_c19_fishcard_18	1	0	0	
reverse_c19_fishcard_19	1	0	0	
reverse_c19_fishcard_20	1	0	0	
reverse_c19_fishcard_21	1	0	0	
reverse_c19_fishcard_22	1	0	0	
reverse_c19_fishcard_23	1	0	0	
reverse_c19_fishcard_24	1	0	0	
reverse_c19_fishcard_25	1	0	0	
reverse_c19_fishcard_26	1	0	0	
reverse_c19_fishcard_27	1	0	0	
reverse_c19_fishcard_28	1	0	0	
reverse_c19_fishcard_29	1	0	0	
reverse_c19_fishcard_30	1	0	0	
reverse_c19_fishcard_31	1	0	0	
reverse_c19_fishcard_32	1	0	0	
reverse_c19_fishcard_33	1	0	0	
reverse_c19_fishcard_34	1	0	0	
reverse_c19_fishcard_35	1	0	0	
reverse_c19_fishcard_36	1	0	0	
reverse_c19_fishcard_37	1	0	0	
reverse_c19_fishcard_38	1	0	0	
reverse_c19_fishcard_39	1	0	0	
reverse_c19_fishcard_40	1	0	0	
reverse_c19_fishcard_41	1	0	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Chaenopsidae;Chaenopsis;Chaenopsis alepidota
reverse_c19_fishcard_42	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
reverse_c19_fishcard_43	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
reverse_c19_fishcard_44	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
reverse_c19_fishcard_45	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_46	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
reverse_c19_fishcard_47	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_c19_fishcard_48	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_c19_fishcard_49	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
reverse_c19_fishcard_50	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
reverse_c19_fishcard_51	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
reverse_c19_fishcard_52	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_c19_fishcard_53	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
reverse_c19_fishcard_54	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
reverse_c19_fishcard_55	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;;
reverse_c19_fishcard_56	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_c19_fishcard_57	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_c19_fishcard_58	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;;
reverse_c19_fishcard_59	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_c19_fishcard_60	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_c19_fishcard_61	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_c19_fishcard_62	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;;
reverse_c19_fishcard_63	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_c19_fishcard_64	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_c19_fishcard_65	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
reverse_c19_fishcard_66	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_c19_fishcard_67	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_c19_fishcard_68	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_c19_fishcard_69	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_c19_fishcard_70	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_c19_fishcard_71	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_c19_fishcard_72	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_c19_fishcard_73	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_c19_fishcard_74	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_c19_fishcard_75	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_76	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_77	1	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;
reverse_c19_fishcard_78	1	0	0	
reverse_c19_fishcard_79	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_c19_fishcard_80	1	0	0	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador
reverse_c19_fishcard_81	1	0	0	
reverse_c19_fishcard_82	1	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
reverse_c19_fishcard_83	1	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;;;
reverse_c19_fishcard_84	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_85	0	1	0	
reverse_c19_fishcard_86	0	1	0	
reverse_c19_fishcard_87	0	1	0	
reverse_c19_fishcard_88	0	1	0	
reverse_c19_fishcard_89	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
reverse_c19_fishcard_90	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
reverse_c19_fishcard_91	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
reverse_c19_fishcard_92	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
reverse_c19_fishcard_93	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
reverse_c19_fishcard_94	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
reverse_c19_fishcard_95	0	1	0	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
reverse_c19_fishcard_96	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_c19_fishcard_97	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_98	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_99	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_c19_fishcard_100	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_c19_fishcard_101	0	1	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus
reverse_c19_fishcard_102	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
reverse_c19_fishcard_103	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
reverse_c19_fishcard_104	0	0	1	
reverse_c19_fishcard_105	0	0	1	
reverse_c19_fishcard_106	0	0	1	
reverse_c19_fishcard_107	0	0	1	
reverse_c19_fishcard_108	0	0	1	
reverse_c19_fishcard_109	0	0	1	
reverse_c19_fishcard_110	0	0	1	
reverse_c19_fishcard_111	0	0	1	
reverse_c19_fishcard_112	0	0	1	
reverse_c19_fishcard_113	0	0	1	
reverse_c19_fishcard_114	0	0	1	
reverse_c19_fishcard_115	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;;
reverse_c19_fishcard_116	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
reverse_c19_fishcard_117	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
reverse_c19_fishcard_118	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
reverse_c19_fishcard_119	0	0	1	
reverse_c19_fishcard_120	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
reverse_c19_fishcard_121	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
reverse_c19_fishcard_122	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_c19_fishcard_123	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
reverse_c19_fishcard_124	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;;
