fishcard_seq_number	c19_fishcard_LSC.B.1.S22.L001	c19_fishcard_PP.B.1.S4.L001	c19_fishcard_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_c19_fishcard_1410	0	0	1	not_found		
forward_c19_fishcard_1411	0	0	1	not_found		
forward_c19_fishcard_1412	0	0	1	not_found		
forward_c19_fishcard_1413	0	0	1	not_found		
forward_c19_fishcard_1414	0	0	1	not_found		
forward_c19_fishcard_1415	0	0	1	not_found		
forward_c19_fishcard_1416	0	0	1	not_found		
forward_c19_fishcard_1417	0	0	1	not_found		
forward_c19_fishcard_1418	0	0	1	not_found		
forward_c19_fishcard_1419	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.55;	FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_688.1;FISHCARD_miu_678.1;FISHCARD_miu_683.1;FISHCARD_miu_699.1;FISHCARD_miu_580.1;FISHCARD_miu_676.1
forward_c19_fishcard_1420	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.0;species:97.0;	FISHCARD_miu_293.1;EU601226.1;AY279644.1;LC499589.1;AB974611.1;KY815247.1;LC340201.1;LC499309.1
forward_c19_fishcard_1421	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;EU601226.1;FISHCARD_miu_293.1
forward_c19_fishcard_1422	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:99.6;	AY279644.1;EU601226.1;FISHCARD_miu_293.1;LC499589.1;AB974611.1;KY815247.1;LC340201.1
forward_c19_fishcard_1423	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_293.1;AY279644.1;EU601226.1;LC499589.1;AB974611.1;KY815247.1
forward_c19_fishcard_1424	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;FISHCARD_miu_293.1;EU601226.1;AB974611.1;LC499589.1;KY815247.1
forward_c19_fishcard_1425	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1;LC037056.1
forward_c19_fishcard_1426	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	EU601226.1;FISHCARD_miu_293.1;AY279644.1;LC499589.1;AB974611.1
forward_c19_fishcard_1427	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.8;	FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_683.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1
forward_c19_fishcard_1428	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.8333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1;AF488502.1
forward_c19_fishcard_1429	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.0;species:55.0;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1
forward_c19_fishcard_1430	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.0;species:56.0;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1
forward_c19_fishcard_1431	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:99.35;family:99.35;genus:99.35;species:98.3;	DQ336169.1;FISHCARD_miu_343.1;KT373795.1;AB974539.1;LC049667.1;KT345965.1;AB974541.1;MF966978.1;MF966982.1;MF966980.1;MF966985.1;MF966979.1;MF966984.1;MF966981.1
forward_c19_fishcard_1432	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Anguilliformes;family:Muraenidae;genus:Gymnothorax;species:Gymnothorax mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_655.1
forward_c19_fishcard_1433	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Cypriniformes;family:Cyprinidae;genus:Ctenopharyngodon;species:Ctenopharyngodon idella;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:67.293006993;species:67.293006993;	HQ891005.1;JQ231115.1;MG570437.1;LC091590.1;KC346973.1;MG827396.1;KM401549.1;JX119017.1;KT894100.1;EU391390.1;KC292921.1;AP011218.1;GQ289558.1;MG702493.1;KF039718.1;AP011283.1;KC852197.1;AP009059.1;KJ585802.1;KJ746941.1;KJ729090.1;KF246550.1;DQ026431.1;KY993905.1;HQ651067.1;JQ231114.1;KT725245.1;NC_037405.1;AP011220.1;KF997093.1;LC277796.1;KC701385.1;KF826087.1;AP009060.1;AB239601.1;AP012120.1;AY050552.1;MG650170.1;KF683339.1;AP009315.1;KC306507.1;LC146035.1;LC458045.1;LC020972.1;KF408383.1;AP012115.1;LC492333.1;AP012122.1;KR864861.1;LC385074.1;LC193405.1;AP012117.1;LC193406.1;LC385165.1;LC277790.1;LC385164.1;MH918114.1;AF038488.1;KJ913670.1;AP011396.1;AF038489.1;KF384072.1;KC292940.1;KF384071.1;KF384048.1;LC193399.1;LC069456.1;KP641342.1;KF384093.1;KC292932.1;KF384075.1;KF384051.1;KC292933.1;KF384097.1;AF038481.1;GU134281.1;DQ536424.1;KC292922.1;KF384092.1;LC468885.1;LC069443.1;LC340319.1;LC193313.1;LC492313.1;LC340318.1;LC340315.1;LC340305.1;LC069442.1;LC340304.1;LC340313.1;LC340316.1;LC340312.1;LC193377.1;LC340308.1;AP011270.1;LC193161.1;LC492321.1;KF384089.1;LC340044.1;KT725246.1
forward_c19_fishcard_1434	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Halichoeres;species:Halichoeres semicinctus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:57.5;species:57.5;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1
forward_c19_fishcard_1435	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:92.65;	FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_688.1;FISHCARD_miu_580.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_678.1
forward_c19_fishcard_1436	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.7817460317;	FISHCARD_miu_240.1;LC499588.1;MH211123.1;MK158068.1;AB517558.1;AB969928.1;LC421689.1;KP733847.1;KP347126.1;KT591876.1;AB972178.1;AB517559.2;FISHCARD_miu_573.1;AB938138.1;LC036999.1;FISHCARD_miu_579.1;AB972179.1;LC492390.1;LC492389.1;AB517556.1;MK158067.1;LC104479.1;MH248250.1;LC178309.1;LC178313.1;LC178306.1;LC178327.1;LC178317.1;LC178310.1;LC178328.1;LC178324.1;LC178330.1;LC178321.1;LC178319.1;LC178307.1;LC178318.1;LC178325.1;LC178314.1;LC178311.1;LC178316.1;LC178308.1;LC178320.1;LC178326.1;LC178315.1;LC178322.1;LC178329.1;LC178312.1;LC178323.1;LC178270.1;LC178242.1;LC178286.1;LC178253.1;LC178281.1;LC178275.1;LC178277.1;LC178264.1;LC178250.1;LC178248.1;LC178273.1;LC178243.1;LC178236.1;LC178298.1;LC178267.1;LC178269.1;LC178249.1;LC178292.1;LC178276.1;LC178262.1;LC178256.1;LC178297.1;LC178293.1;LC178226.1;LC178290.1;LC178272.1;LC178266.1;LC178299.1;LC178258.1;LC178304.1;LC178224.1;LC178255.1;LC178228.1;LC178225.1;LC178231.1;LC178287.1;LC178300.1;LC178227.1;LC178295.1;LC178302.1;LC178230.1;LC178268.1;LC178303.1;LC178246.1;LC178244.1;LC178229.1;LC178278.1;LC178260.1;LC178233.1;LC178285.1;LC178234.1;FJ616313.1
forward_c19_fishcard_1437	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.6666666667;species:56.6666666667;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;LC104651.1;AJ810136.1;KY815304.1;LC499368.1;AB974580.1;AY279589.1
forward_c19_fishcard_1438	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:80.8859649123;	FISHCARD_miu_289.1;KC136553.1;KC136546.1;KC136577.1;KC136395.1;KC136536.1;LC021271.1;KC136370.1;AB236129.1;AB214535.1;AB236130.1;AB236128.1;LC492400.1;AB233475.1;LC037030.1;AB233476.1;AB233478.1;AB233477.1;LC037029.1;AB208649.1;LC278154.1;LC278153.1;KC136555.1;LC278022.1;LC385204.1;AB233485.1;AB233484.1;AB233483.1;AB972232.1;AB233487.1;AB233489.1;AP011060.1;LC492401.1;AB233479.1;AB233481.1;AB233488.1;KC136477.1;LC421696.1;AB208648.1;AB233482.1;LC458160.1;AB233491.1;AB233480.1;AB233490.1;AB233486.1
forward_c19_fishcard_1439	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:98.9333333333;family:98.9333333333;genus:98.9333333333;species:98.1333333333;	DQ336169.1;FISHCARD_miu_343.1;AB974539.1;KT373795.1;AB974541.1;LC049667.1;KT345965.1;MF966982.1;MF966978.1;MF966980.1;MF966981.1;MF966979.1;MF966985.1;MF966984.1;AP014538.1;KC136466.1;MF966983.1;KR075132.1;KC136476.1;EF616891.1;KJ149811.1;AB969963.1;AP014527.1;AB739063.1;AB741956.1;AB128867.1;AB128866.1;AB128868.1;AB974643.1;FISHCARD_miu_333.1;AB128869.1;LC037083.1;AP009171.1;KM370980.1;KJ960194.1;AB969964.1;KU194688.1;FISHCARD_miu_395.1;JN378751.1;LC036780.1;KJ644781.1;LC006297.3;KU194686.1;KU194689.1;KC567664.1;LC340358.1;LC500739.1;LC499190.1;LC146227.1;KF746198.1;JF972568.1;LC036779.1;KF815977.1;LC208773.1;KJ907732.1;LC146222.1;AB974645.1;LC278092.1;LC458155.1;AB128871.1;LC458154.1;FISHCARD_miu_348.1;AB128870.1;AB974575.1;AB734122.1;MH301075.1;LC146225.1;KJ644783.1;AB938148.1;KC136517.1;LC474183.1;MH301076.1;LC421690.1;KP874185.1;MH248186.1;MG255111.1;LC069536.1;LC458134.1;KU194687.1;KM024309.1;MH301074.1;HQ391896.1;LC021266.1;AP014536.1;DQ536425.1;KC136425.1;KX641477.1;KX373635.1;AB972242.1;AB938144.1;AB938149.1;LC026679.1;FISHCARD_miu_568.1;LC036817.1
forward_c19_fishcard_1440	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.5;species:56.5;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;LC104651.1;AJ810137.1;AY279611.1;LC146271.1;KY421797.1;AJ810136.1;KY815304.1;AB974580.1;AY279589.1;LC499368.1;LC037152.1;AY279628.1;KY815292.1;AB972165.1;AJ810130.1
forward_c19_fishcard_1441	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:52.8333333333;species:52.8333333333;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;AB972165.1
forward_c19_fishcard_1442	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.0;species:56.0;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;AB972165.1;AY279611.1;LC146271.1;AJ810137.1;KY421797.1;LC104651.1;KY815304.1
forward_c19_fishcard_1443	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.8333333333;species:55.8333333333;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;LC104651.1;LC146271.1;KY421797.1;AJ810137.1;AY279611.1;AJ810136.1;KY815304.1;AB974580.1;AY279589.1;LC499368.1;AY279628.1
forward_c19_fishcard_1444	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:66.6666666667;species:66.6666666667;	FISHCARD_miu_165.1;AY279632.1;FISHCARD_miu_292.1;KY815300.1;LC104651.1;KY421797.1;LC146271.1;AJ810137.1;AY279611.1;LC499368.1;AB974580.1;AY279589.1;AJ810136.1;AY279628.1;KY815304.1;AB972165.1
forward_c19_fishcard_1445	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:54.0;species:54.0;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;KY421797.1;AY279611.1;AJ810137.1;LC146271.1;LC104651.1;KY815304.1;AB972165.1;AJ810136.1;KY815292.1;AY279614.1;AB972172.1;KY815270.1;AY279628.1;AY279616.1;KY815309.1;KY815268.1;LC499368.1;AB974580.1;AY279589.1;AY279575.1;KY815237.1;AJ810125.1
forward_c19_fishcard_1446	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.5;species:55.5;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;LC104651.1;LC146271.1;AJ810137.1;AY279611.1;KY421797.1;AJ810136.1;AY279628.1;KY815304.1;AY279635.1;AB972165.1;LC499368.1;AY279589.1;AB974580.1;AY279590.1;LC021281.1
forward_c19_fishcard_1447	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.0;species:55.0;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;LC146271.1;AY279611.1;KY421797.1;AB972165.1;AJ810137.1;LC104651.1;KY815304.1;AJ810136.1;AY279614.1;AY279589.1;AB974580.1;LC499368.1
forward_c19_fishcard_1448	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:88.3333333333;species:88.3333333333;	AY279632.1;FISHCARD_miu_165.1;FISHCARD_miu_292.1;KY815300.1;LC499368.1;AB974580.1;AY279589.1;LC104651.1;KY421797.1;LC146271.1;AY279611.1;AY279628.1;AJ810137.1;AJ810136.1;KY815304.1;AB972172.1;KY815268.1
forward_c19_fishcard_1449	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.1666666667;species:56.1666666667;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;LC104651.1;AJ810137.1;KY421797.1;AY279611.1;LC146271.1;AJ810136.1;KY815304.1;AB974580.1;LC499368.1;AY279589.1;AY279628.1;AB972165.1
forward_c19_fishcard_1450	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:54.6666666667;species:54.6666666667;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;LC104651.1;AY279611.1;AJ810137.1;KY421797.1;LC146271.1;AJ810136.1;KY815304.1;AB974580.1;AY279589.1;LC499368.1;AY279628.1;AB972165.1
forward_c19_fishcard_1451	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.3333333333;species:56.3333333333;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;LC104651.1;LC146271.1;AY279611.1;KY421797.1;AJ810137.1;KY815304.1;AJ810136.1
forward_c19_fishcard_1452	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.3333333333;species:56.3333333333;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;LC104651.1;AJ810137.1;AY279611.1;LC146271.1;KY421797.1;AJ810136.1;KY815304.1;AY279589.1;AB974580.1;LC499368.1;AY279628.1;AB972165.1
forward_c19_fishcard_1453	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.0;species:56.0;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;LC104651.1;LC146271.1;AY279611.1;AJ810137.1;KY421797.1;AJ810136.1;KY815304.1;AY279589.1;LC499368.1;AB974580.1;AY279628.1;AB972165.1
forward_c19_fishcard_1454	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.0;species:55.0;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;KY815304.1;LC104651.1;AB972165.1;LC146271.1;KY421797.1;AY279611.1;AJ810137.1;AJ810136.1;LC499368.1;AY279589.1;AB974580.1;KY815292.1;KY815286.1;AY279628.1
forward_c19_fishcard_1455	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:57.3333333333;species:57.3333333333;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;KY815304.1;LC104651.1;AJ810137.1;KY421797.1;AB972165.1;AY279611.1;LC146271.1;AJ810136.1;LC499368.1;AB974580.1;AY279589.1;AY279628.1
forward_c19_fishcard_1456	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.8333333333;species:55.8333333333;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;AY279611.1;AJ810137.1;KY421797.1;AB972165.1;LC146271.1;LC104651.1;KY815304.1;AJ810136.1;AY279614.1;AB974580.1;AY279589.1;LC499368.1;KY815292.1
forward_c19_fishcard_1457	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.3333333333;species:55.3333333333;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;LC104651.1;AJ810137.1;LC146271.1;KY421797.1;AY279611.1;AJ810136.1;KY815304.1;AY279589.1;AB974580.1;LC499368.1;AY279628.1
forward_c19_fishcard_1458	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:57.5;species:57.5;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;AY279611.1;KY421797.1;LC146271.1;AJ810137.1;LC104651.1;AJ810136.1;KY815304.1
forward_c19_fishcard_1459	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.1666666667;species:55.1666666667;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;LC146271.1;AJ810137.1;AY279611.1;KY421797.1
forward_c19_fishcard_1460	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.3333333333;species:55.3333333333;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;LC104651.1;AY279611.1;KY421797.1;LC146271.1;AJ810137.1;AJ810136.1;KY815304.1;AY279589.1;LC499368.1;AB974580.1;AY279628.1;AB972165.1
forward_c19_fishcard_1461	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.3333333333;species:56.3333333333;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;LC104651.1;KY421797.1;LC146271.1;AJ810137.1;AY279611.1;LC499368.1;AB974580.1;AY279589.1;AJ810136.1;KY815304.1;AY279628.1;LC021281.1;AY279590.1;AY279635.1
forward_c19_fishcard_1462	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:87.8333333333;species:87.8333333333;	AY279632.1;FISHCARD_miu_292.1;FISHCARD_miu_165.1;KY815300.1;AB974580.1;AY279589.1;LC499368.1
